piid,round,readings
0,0,0.0496433,
0,1,0.0455705,
0,2,0.0465035,
0,3,0.0460017,
0,4,0.04715,
0,5,0.0446148,
0,6,0.0452132,
0,7,0.0481798,
0,8,0.046241,
0,9,0.044837,
0,10,0.0515977,
0,11,0.0483903,
0,12,0.0514207,
0,13,0.0486425,
0,14,0.0496995,
0,15,0.0480922,
0,16,0.0492935,
0,17,0.0481458,
0,18,0.051879,
0,19,0.0562592,
0,20,0.05177,
0,21,0.0657835,
0,22,0.0518743,
0,23,0.0512097,
0,24,0.046436,
0,25,0.0485157,
0,26,0.0501367,
0,27,0.0501502,
0,28,0.0492943,
0,29,0.0492615,
0,30,0.0501412,
0,31,0.055862,
0,32,0.0491182,
0,33,0.0464242,
0,34,0.0478322,
0,35,0.049253,
0,36,0.0482795,
0,37,0.050584,
0,38,0.0488253,
0,39,0.0486063,
0,40,0.0518302,
0,41,0.0465683,
0,42,0.0488292,
0,43,0.0463907,
0,44,0.045489,
0,45,0.0450063,
0,46,0.0461072,
0,47,0.0449407,
0,48,0.0450805,
0,49,0.0443655,
0,50,0.0449873,
0,51,0.0454295,
0,52,0.0462877,
0,53,0.0457768,
0,54,0.0452628,
0,55,0.0459282,
0,56,0.0459335,
0,57,0.045921,
0,58,0.0463013,
0,59,0.0449203,
0,60,0.04504,
0,61,0.0467573,
0,62,0.0488497,
0,63,0.0456998,
0,64,0.047039,
0,65,0.0464992,
0,66,0.063347,
0,67,0.0919663,
0,68,0.0508057,
0,69,0.0478263,
0,70,0.0455858,
0,71,0.0449082,
0,72,0.0450662,
0,73,0.0460233,
0,74,0.045197,
0,75,0.0457323,
0,76,0.0458098,
0,77,0.0483987,
0,78,0.0453123,
0,79,0.0466933,
0,80,0.0459102,
0,81,0.0453713,
0,82,0.04521,
0,83,0.0538315,
0,84,0.0499687,
0,85,0.0499515,
0,86,0.0505528,
0,87,0.050424,
0,88,0.0490688,
0,89,0.0479682,
0,90,0.048648,
0,91,0.0462053,
0,92,0.0461002,
0,93,0.0492143,
0,94,0.0442167,
0,95,0.0447413,
0,96,0.0449085,
0,97,0.0444613,
0,98,0.0441507,
0,99,0.0451878,
0,100,0.0448863,
0,101,0.0448535,
0,102,0.0452487,
0,103,0.0457352,
0,104,0.0448468,
0,105,0.045508,
0,106,0.0451807,
0,107,0.0448932,
0,108,0.0437117,
0,109,0.0450978,
0,110,0.0450995,
0,111,0.0462985,
0,112,0.0466505,
0,113,0.0452072,
0,114,0.0449067,
0,115,0.045471,
0,116,0.045504,
0,117,0.0469632,
0,118,0.0477102,
0,119,0.0460373,
0,120,0.0495012,
0,121,0.0523898,
0,122,0.047303,
0,123,0.0485463,
0,124,0.046064,
0,125,0.0495442,
0,126,0.0481197,
0,127,0.0510655,
0,128,0.048758,
0,129,0.0481322,
0,130,0.0517538,
0,131,0.0468943,
0,132,0.046541,
0,133,0.0490465,
0,134,0.0474523,
0,135,0.0467042,
0,136,0.0473213,
0,137,0.054145,
0,138,0.0502175,
0,139,0.0468962,
0,140,0.0479995,
0,141,0.0472575,
0,142,0.0457397,
0,143,0.0466595,
0,144,0.0443912,
0,145,0.0457048,
0,146,0.04553,
0,147,0.0470003,
0,148,0.0464103,
0,149,0.0484708,
0,150,0.0475275,
0,151,0.045589,
0,152,0.0464568,
0,153,0.0467897,
0,154,0.045954,
0,155,0.0449458,
0,156,0.045967,
0,157,0.0452057,
0,158,0.0441025,
0,159,0.0450875,
0,160,0.0459275,
0,161,0.045777,
0,162,0.047848,
0,163,0.045962,
0,164,0.0465795,
0,165,0.0471583,
0,166,0.0467368,
0,167,0.0465645,
0,168,0.0482268,
0,169,0.0468557,
0,170,0.0469808,
0,171,0.0491532,
0,172,0.0492607,
0,173,0.0481695,
0,174,0.0500715,
0,175,0.046801,
0,176,0.0490003,
0,177,0.04893,
0,178,0.0486963,
0,179,0.047706,
0,180,0.051782,
0,181,0.0470505,
0,182,0.050365,
0,183,0.0488283,
0,184,0.0480538,
0,185,0.0494997,
0,186,0.0478545,
0,187,0.0482703,
0,188,0.046055,
0,189,0.0464885,
0,190,0.0471188,
0,191,0.0471918,
0,192,0.0472907,
0,193,0.0457113,
0,194,0.0449127,
0,195,0.0490237,
0,196,0.0477998,
0,197,0.0488843,
0,198,0.0474,
0,199,0.0473,
0,200,0.0477083,
0,201,0.0458912,
0,202,0.0458293,
0,203,0.0491765,
0,204,0.0471695,
0,205,0.0458293,
0,206,0.0460982,
0,207,0.048248,
0,208,0.0486525,
0,209,0.0463928,
